state1,state2,distance,estoque
North Dakota,Indiana,160712.7845879101,14
Ohio,Indiana,35098.59029932684,14
Oklahoma,Indiana,120108.38829157603,14
Oregon,Indiana,345138.94524524466,14
Pennsylvania,Indiana,85388.74821075666,14
Rhode Island,Indiana,148328.32809682714,14
South Carolina,Indiana,80454.0206142614,14
South Dakota,Indiana,146682.6738575487,14
Tennessee,Indiana,363084.653733809,14
Texas,Indiana,155294.30202360934,14
Utah,Indiana,253955.24317879323,14
Vermont,Indiana,142413.64397065333,14
Virginia,Indiana,77976.53730449949,14
Washington,Indiana,349766.2587957849,14
West Virginia,Indiana,57960.25370889952,14
Wisconsin,Indiana,60130.27711560957,14
Wyoming,Indiana,214945.385251696,14
Alabama,Iowa,780347.421043986,45
Alaska,Iowa,1446108.3756593072,45
Arizona,Iowa,1026075.5231877428,45
Arkansas,Iowa,834027.4407170305,45
California,Iowa,1102285.6381628131,45
Colorado,Iowa,962474.2672741958,45
Connecticut,Iowa,633793.2034607187,45
Delaware,Iowa,35717.042234765184,45
Florida,Iowa,743261.8575690535,45
Georgia,Iowa,746911.3373058412,45
Hawaii,Iowa,1486289.303284189,45
Idaho,Iowa,31046.00220640332,45
Illinois,Iowa,798727.8732565929,45
Indiana,Iowa,769629.0631732926,45
Iowa,Iowa,0.0,0
Kansas,Iowa,891028.0452713035,45
Kentucky,Iowa,760880.903191163,45
Louisiana,Iowa,833768.3195156794,45
Maine,Iowa,599837.3510877761,45
Maryland,Iowa,774935.3076128355,45
Massachusetts,Iowa,624589.7250147492,45
Michigan,Iowa,760945.1385559934,45
Minnesota,Iowa,850597.3215247036,45
Mississippi,Iowa,808592.8869913463,45
Missouri,Iowa,37199.4847948194,45
Montana,Iowa,1004071.5605697634,45
Nebraska,Iowa,904470.9592651386,45
Nevada,Iowa,1073167.4292951685,45
New Hampshire,Iowa,622522.0398837298,45
New Jersey,Iowa,653503.7430344222,45
New Mexico,Iowa,970663.504670903,45
New York,Iowa,661830.334264757,45
North Carolina,Iowa,703408.7025314657,45
North Dakota,Iowa,912746.9940071016,45
Ohio,Iowa,734658.8315687765,45
Oklahoma,Iowa,883830.2398385111,45
Oregon,Iowa,1112242.283764648,45
Pennsylvania,Iowa,684604.652993244,45
Rhode Island,Iowa,622078.7896054647,45
South Carolina,Iowa,720104.215893783,45
South Dakota,Iowa,909075.7785536912,45
Tennessee,Iowa,860846.3751041762,45
Texas,Iowa,906037.2850451577,45
Utah,Iowa,1023581.766770491,45
Vermont,Iowa,633475.7788108398,45
Virginia,Iowa,696531.0610281497,45
Washington,Iowa,1112243.0616555898,45
West Virginia,Iowa,713557.8822527294,45
Wisconsin,Iowa,806847.8047866276,45
Wyoming,Iowa,982059.150302058,45
Alabama,Kansas,128877.84812759716,31
Alaska,Kansas,596577.1735391826,31
Arizona,Kansas,139339.72173432814,31
Arkansas,Kansas,69438.281120719,31
California,Kansas,211298.22734703668,31
Colorado,Kansas,71850.63326791213,31
Connecticut,Kansas,258431.26259220263,31
Delaware,Kansas,908312.5371159422,31
Florida,Kansas,187368.5984176644,31
Georgia,Kansas,160432.5757693867,31
Hawaii,Kansas,607823.9256470577,31
Idaho,Kansas,871162.2544996999,31
Illinois,Kansas,93134.48513305906,31
Indiana,Kansas,121795.8791133756,31
Iowa,Kansas,891028.0452713035,31
Kansas,Kansas,0.0,0
Kentucky,Kansas,131134.13433961425,31
Louisiana,Kansas,97917.31409715036,31
Maine,Kansas,299378.7499806892,31
Maryland,Kansas,407731.5402921388,31
Massachusetts,Kansas,268376.32183558965,31
Michigan,Kansas,142296.76631603405,31
Minnesota,Kansas,87888.4571545092,31
Mississippi,Kansas,104429.83388380927,31
Missouri,Kansas,891347.0543828594,31
Montana,Kansas,141380.42276425686,31
Nebraska,Kansas,33567.72393237289,31
Nevada,Kansas,182699.00374112607,31
New Hampshire,Kansas,272966.1837535924,31
New Jersey,Kansas,237682.58387185208,31
New Mexico,Kansas,87456.97021964574,31
New York,Kansas,232847.4876329998,31
North Carolina,Kansas,192185.97693120068,31
North Dakota,Kansas,91959.99739560676,31
Ohio,Kansas,156894.318934753,31
Oklahoma,Kansas,30369.45216825618,31
Oregon,Kansas,228353.18268419208,31
Pennsylvania,Kansas,207184.6258775009,31
Rhode Island,Kansas,270123.30737831566,31
South Carolina,Kansas,180731.11360250067,31
South Dakota,Kansas,62303.280146393576,31
Tennessee,Kansas,369226.2147275028,31
Texas,Kansas,70821.14418731174,31
Utah,Kansas,133146.7090280492,31
Vermont,Kansas,263119.98748859804,31
Virginia,Kansas,195508.8708294332,31
Washington,Kansas,237898.3407781568,31
West Virginia,Kansas,177583.10086548212,31
Wisconsin,Kansas,103881.80016249238,31
Wyoming,Kansas,102162.40827231904,31
Alabama,Kentucky,49943.35356181041,40
Alaska,Kentucky,720405.4770509453,40
Arizona,Kentucky,265589.7196240848,40
Arkansas,Kentucky,76132.18311594643,40
California,Kentucky,341692.98743316345,40
Colorado,Kentucky,202984.5498406221,40
Connecticut,Kentucky,132223.5980753814,40
Delaware,Kentucky,777652.10965894,40
Florida,Kentucky,93499.17828515929,40
Georgia,Kentucky,52346.10443003376,40
Hawaii,Kentucky,731331.5862561933,40
Idaho,Kentucky,741547.3233098479,40
Illinois,Kentucky,46315.65648892392,40
Indiana,Kentucky,25547.329606046893,40
Iowa,Kentucky,760880.903191163,40
Kansas,Kentucky,131134.13433961425,40
Kentucky,Kentucky,0.0,0
Louisiana,Kentucky,93072.8627098146,40
Maine,Kentucky,178685.53593674,40
Maryland,Kentucky,346895.31822727155,40
Massachusetts,Kentucky,142971.08744428016,40
Michigan,Kentucky,68128.5766840905,40
Minnesota,Kentucky,125518.9731634226,40
Mississippi,Kentucky,64871.42620599612,40
Missouri,Kentucky,760607.4078853033,40
Montana,Kentucky,261266.07461360152,40
Nebraska,Kentucky,150356.86170241784,40
Nevada,Kentucky,313804.3435725516,40
New Hampshire,Kentucky,150345.169074367,40
New Jersey,Kentucky,109561.10372299104,40
New Mexico,Kentucky,210442.10415456316,40
New York,Kentucky,111769.0184711309,40
North Carolina,Kentucky,62367.113417249,40
North Dakota,Kentucky,181178.3617322996,40
Ohio,Kentucky,37232.81188682907,40
Oklahoma,Kentucky,123464.92557807664,40
Oregon,Kentucky,358321.86085278133,40
Pennsylvania,Kentucky,82137.58567793432,40
Rhode Island,Kentucky,143562.456464077,40
South Carolina,Kentucky,57007.604168216014,40
South Dakota,Kentucky,164461.03422999626,40
Tennessee,Kentucky,339650.8433332678,40
Texas,Kentucky,152815.94413214872,40
Utah,Kentucky,264275.93607439933,40
Vermont,Kentucky,142256.54068969903,40
Virginia,Kentucky,64484.1351031399,40
Washington,Kentucky,364987.55984553776,40
West Virginia,Kentucky,48083.74236683331,40
Wisconsin,Kentucky,85016.05269594678,40
Wyoming,Kentucky,229094.9523254496,40
Alabama,Louisiana,54438.10049955821,71
Alaska,Louisiana,687227.821476983,71
Arizona,Louisiana,199229.64885026525,71
Arkansas,Louisiana,38507.91821171329,71
California,Louisiana,281451.66741023224,71
Colorado,Louisiana,156999.21716046866,71
Connecticut,Louisiana,219699.66755778217,71
Delaware,Louisiana,848169.5038245599,71
Florida,Louisiana,98535.73614176735,71
Georgia,Louisiana,86975.51862449571,71
Hawaii,Louisiana,652725.9562825734,71
Idaho,Louisiana,816233.929964321,71
Illinois,Louisiana,93996.18073624057,71
Indiana,Louisiana,105142.48957010671,71
Iowa,Louisiana,833768.3195156794,71
Kansas,Louisiana,97917.31409715036,71
Kentucky,Louisiana,93072.8627098146,71
Louisiana,Louisiana,0.0,0
Maine,Louisiana,268747.4048916566,71
Maryland,Louisiana,311298.8426528438,71
Massachusetts,Louisiana,230826.18974891043,71
Michigan,Louisiana,148217.16243404473,71
Minnesota,Louisiana,153859.68656214012,71
Mississippi,Louisiana,28644.017263645124,71
Missouri,Louisiana,830712.8608785348,71
Montana,Louisiana,238018.48556152105,71
Nebraska,Louisiana,130541.6983572682,71
Nevada,Louisiana,259823.259805584,71
New Hampshire,Louisiana,239969.42743816343,71
New Jersey,Louisiana,195787.6940055222,71
New Mexico,Louisiana,145051.5042596939,71
New York,Louisiana,203103.852255441,71
North Carolina,Louisiana,133836.0104941865,71
North Dakota,Louisiana,184409.69829431424,71
Ohio,Louisiana,130251.93622361244,71
Oklahoma,Louisiana,71170.85516558024,71
Oregon,Louisiana,313250.6645388003,71
Pennsylvania,Louisiana,172563.29055740678,71
Rhode Island,Louisiana,230289.58761741704,71
South Carolina,Louisiana,114599.29500655751,71
South Dakota,Louisiana,157043.30466785267,71
Tennessee,Louisiana,280571.112073214,71
Texas,Louisiana,73456.72848691262,71
Utah,Louisiana,213281.07787846532,71
Vermont,Louisiana,232955.43802195304,71
Virginia,Louisiana,146416.23010103762,71
Washington,Louisiana,327957.629557539,71
West Virginia,Louisiana,136640.1605714806,71
Wisconsin,Louisiana,137025.4270017065,71
Wyoming,Louisiana,196007.12170735025,71
Alabama,Maine,216280.95080704635,71
Alaska,Maine,851148.0631570515,71
Arizona,Maine,438444.6449404988,71
Arkansas,Maine,254552.7470937998,71
California,Maine,508894.1158433648,71
Colorado,Maine,368599.9501207237,71
Connecticut,Maine,51172.49848307194,71
Delaware,Maine,620213.1088021278,71
Florida,Maine,213217.33714921027,71
Georgia,Maine,190692.50222281943,71
Hawaii,Maine,906677.4306802832,71
Idaho,Maine,577904.7748729889,71
Illinois,Maine,206527.38233222248,71
Indiana,Maine,178969.1636930787,71
Iowa,Maine,599837.3510877761,71
Kansas,Maine,299378.7499806892,71
Kentucky,Maine,178685.53593674,71
Louisiana,Maine,268747.4048916566,71
Maine,Maine,0.0,0
Maryland,Maine,421454.2809854943,71
Massachusetts,Maine,40315.342315302245,71
Michigan,Maine,161997.2044820527,71
Minnesota,Maine,250790.58827834827,71
Mississippi,Maine,240161.57906917584,71
Missouri,Maine,604054.697474492,71
Montana,Maine,404255.56922446965,71
Nebraska,Maine,307916.3782880021,71
Nevada,Maine,477718.463419617,71
New Hampshire,Maine,28845.047911209997,71
New Jersey,Maine,75036.5707105542,71
New Mexico,Maine,384650.01830235234,71
New York,Maine,67323.29648049032,71
North Carolina,Maine,141148.73943822522,71
North Dakota,Maine,312923.4522962445,71
Ohio,Maine,144729.68931770703,71
Oklahoma,Maine,298966.11657677864,71
Oregon,Maine,513355.8560160778,71
Pennsylvania,Maine,96639.2778325666,71
Rhode Island,Maine,43580.13819390664,71
South Carolina,Maine,163391.6888094373,71
South Dakota,Maine,309973.10646086704,71
Tennessee,Maine,451503.1544718154,71
Texas,Maine,331413.5623356413,71
Utah,Maine,428586.61344587046,71
Vermont,Maine,36618.31459802594,71
Virginia,Maine,124080.82156804088,71
Washington,Maine,512439.5721419258,71
West Virginia,Maine,132202.94322366657,71
Wisconsin,Maine,207646.7612870473,71
Wyoming,Maine,383818.7641322399,71
Alabama,Maryland,305689.30796643835,16
Alaska,Maryland,965293.6874490582,16
Arizona,Maryland,462400.0616025046,16
Arkansas,Maryland,347167.17151539546,16
California,Maryland,541196.512521099,16
Colorado,Maryland,453694.4683925516,16
Connecticut,Maryland,379346.7640457738,16
Delaware,Maryland,776216.9197440881,16
Florida,Maryland,253642.9857969662,16
Georgia,Maryland,294958.1002261169,16
Hawaii,Maryland,812524.6076076712,16
Idaho,Maryland,768361.0490726349,16
Illinois,Maryland,382063.3274471655,16
Indiana,Maryland,372190.7997492684,16
Iowa,Maryland,774935.3076128355,16
Kansas,Maryland,407731.5402921388,16
Kentucky,Maryland,346895.31822727155,16
Louisiana,Maryland,311298.8426528438,16
Maine,Maryland,421454.2809854943,16
Maryland,Maryland,0.0,0
Massachusetts,Maryland,386763.91889239097,16
Michigan,Maryland,413495.2224548671,16
Minnesota,Maryland,458520.6410184824,16
Mississippi,Maryland,315758.66550579417,16
Missouri,Maryland,758236.0335159494,16
Montana,Maryland,542245.7105040113,16
Nebraska,Maryland,441064.9862469249,16
Nevada,Maryland,533110.3799073884,16
New Hampshire,Maryland,401147.4343729497,16
New Jersey,Maryland,363469.68053057743,16
New Mexico,Maryland,423096.8793846156,16
New York,Maryland,390687.558248276,16
North Carolina,Maryland,317565.5098212021,16
North Dakota,Maryland,495644.8137688924,16
Ohio,Maryland,368726.04197832296,16
Oklahoma,Maryland,378479.6701435891,16
Oregon,Maryland,593113.3190521016,16
Pennsylvania,Maryland,369863.5730171329,16
Rhode Island,Maryland,381317.1727813999,16
South Carolina,Maryland,302909.1052130985,16
South Dakota,Maryland,468253.3799771231,16
Tennessee,Maryland,95649.44341186728,16
Texas,Maryland,356115.297639683,16
Utah,Maryland,496964.0373668904,16
Vermont,Maryland,403744.85560190113,16
Virginia,Maryland,336792.30986469984,16
Washington,Maryland,616127.4830828438,16
West Virginia,Maryland,349461.1143460743,16
Wisconsin,Maryland,428059.0103805782,16
Wyoming,Maryland,497417.30891978415,16
Alabama,Massachusetts,177619.42692171934,79
Alaska,Massachusetts,833728.5484628675,79
Arizona,Massachusetts,406440.32189855375,79
Arkansas,Massachusetts,219095.7202069452,79
California,Massachusetts,479307.8570125885,79
Colorado,Massachusetts,338968.5994321598,79
Connecticut,Massachusetts,11185.804798940486,79
Delaware,Massachusetts,643409.4933119965,79
Florida,Massachusetts,172913.78220662457,79
Georgia,Massachusetts,150951.90760636315,79
Hawaii,Massachusetts,873719.1524036771,79
Idaho,Massachusetts,603832.2568967312,79
Illinois,Massachusetts,175290.7811751662,79
Indiana,Massachusetts,146653.17250233627,79
Iowa,Massachusetts,624589.7250147492,79
Kansas,Massachusetts,268376.32183558965,79
Kentucky,Massachusetts,142971.08744428016,79
Louisiana,Massachusetts,230826.18974891043,79
Maine,Massachusetts,40315.342315302245,79
Maryland,Massachusetts,386763.91889239097,79
Massachusetts,Massachusetts,0.0,0
Michigan,Massachusetts,137610.92617230653,79
Minnesota,Massachusetts,228535.39205339729,79
Mississippi,Massachusetts,202398.88302310367,79
Missouri,Massachusetts,626841.272991018,79
Montana,Massachusetts,381274.7608497053,79
Nebraska,Massachusetts,279961.06327130564,79
Nevada,Massachusetts,449186.0824758487,79
New Hampshire,Massachusetts,14389.49842767287,79
New Jersey,Massachusetts,35335.120574295484,79
New Mexico,Massachusetts,351915.7221182367,79
New York,Massachusetts,37827.44491767848,79
North Carolina,Massachusetts,101187.73619861252,79
North Dakota,Massachusetts,291238.6183200985,79
Ohio,Massachusetts,111612.41898641924,79
Oklahoma,Massachusetts,265380.63879831176,79
Oregon,Massachusetts,487787.3282486949,79
Pennsylvania,Massachusetts,61485.134740032896,79
Rhode Island,Massachusetts,6355.391176001679,79
South Carolina,Massachusetts,123367.01540525327,79
South Dakota,Massachusetts,285018.5323957023,79
Tennessee,Massachusetts,413175.31234089966,79
Texas,Massachusetts,295601.50940413005,79
Utah,Massachusetts,399713.115973194,79
Vermont,Massachusetts,20020.362284434315,79
Virginia,Massachusetts,84904.21236310952,79
Washington,Massachusetts,489079.51523346384,79
West Virginia,Massachusetts,95283.0714502844,79
Wisconsin,Massachusetts,183388.96578856645,79
Wyoming,Massachusetts,357504.78928540245,79
Alabama,Michigan,116539.50898300542,53
Alaska,Michigan,697156.9994800311,53
Arizona,Michigan,281160.7595824852,53
Arkansas,Michigan,117818.49098083032,53
California,Michigan,348043.90055278945,53
Colorado,Michigan,208360.285085714,53
Connecticut,Michigan,129722.96922673332,53
Delaware,Michigan,780437.7876871417,53
Florida,Michigan,159926.07751395644,53
Georgia,Michigan,118694.21081080576,53
Hawaii,Michigan,749293.8841502712,53
Idaho,Michigan,739489.0011927155,53
Illinois,Michigan,57331.573055341854,53
Indiana,Michigan,45369.69716672132,53
Iowa,Michigan,760945.1385559934,53
Kansas,Michigan,142296.76631603405,53
Kentucky,Michigan,68128.5766840905,53
Louisiana,Michigan,148217.16243404473,53
Maine,Michigan,161997.2044820527,53
Maryland,Michigan,413495.2224548671,53
Massachusetts,Michigan,137610.92617230653,53
Michigan,Michigan,0.0,0
Minnesota,Michigan,91029.20411054904,53
Mississippi,Michigan,123663.3429315252,53
Missouri,Michigan,763995.8851571126,53
Montana,Michigan,243737.77089528,53
Nebraska,Michigan,146565.77609387535,53
Nevada,Michigan,316216.56468945456,53
New Hampshire,Michigan,138451.37386461717,53
New Jersey,Michigan,115136.48195077006,53
New Mexico,Michigan,229648.6477033993,53
New York,Michigan,99810.70381978076,53
North Carolina,Michigan,106560.86863853916,53
North Dakota,Michigan,153722.21506665848,53
Ohio,Michigan,48305.0023289514,53
Oklahoma,Michigan,149239.58377387683,53
Oregon,Michigan,351505.2752406427,53
Pennsylvania,Michigan,83637.5623269832,53
Rhode Island,Michigan,141090.35624379152,53
South Carolina,Michigan,113646.43350321206,53
South Dakota,Michigan,148164.21463025408,53
Tennessee,Michigan,407717.4429552898,53
Texas,Michigan,189593.481428028,53
Utah,Michigan,267396.06381732697,53
Vermont,Michigan,127474.31716232098,53
Virginia,Michigan,94641.98185266407,53
Washington,Michigan,351682.8198547663,53
West Virginia,Michigan,74482.42067092074,53
Wisconsin,Michigan,45922.9800535636,53
Wyoming,Michigan,221821.7937895193,53
Alabama,Minnesota,154332.31976809006,21
Alaska,Minnesota,606404.3999881598,21
Arizona,Minnesota,211031.70228664696,21
Arkansas,Minnesota,115382.46959568858,21
California,Minnesota,267579.9181646485,21
Colorado,Minnesota,133956.40279583502,21
Connecticut,Minnesota,220752.0105095308,21
Delaware,Minnesota,870606.4244105944,21
Florida,Minnesota,212622.86128260056,21
Georgia,Minnesota,174363.4216026974,21
Hawaii,Minnesota,672893.9309103627,21
Idaho,Minnesota,828664.7370342242,21
Illinois,Minnesota,80638.0545648269,21
Indiana,Minnesota,102551.03312010076,21
Iowa,Minnesota,850597.3215247036,21
Kansas,Minnesota,87888.4571545092,21
Kentucky,Minnesota,125518.9731634226,21
Louisiana,Minnesota,153859.68656214012,21
Maine,Minnesota,250790.58827834827,21
Maryland,Minnesota,458520.6410184824,21
Massachusetts,Minnesota,228535.39205339729,21
Michigan,Minnesota,91029.20411054904,21
Minnesota,Minnesota,0.0,0
Mississippi,Minnesota,143162.30954409754,21
Missouri,Minnesota,854278.0519865883,21
Montana,Minnesota,153474.2870972203,21
Nebraska,Minnesota,72548.60746423739,21
Nevada,Minnesota,233831.84856858145,21
New Hampshire,Minnesota,228724.7922023321,21
New Jersey,Minnesota,205553.68064084864,21
New Mexico,Minnesota,167449.90601669502,21
New York,Minnesota,190709.2881482179,21
North Carolina,Minnesota,183728.17278795323,21
North Dakota,Minnesota,62706.05131883206,21
Ohio,Minnesota,129788.66083367993,21
Oklahoma,Minnesota,111572.53615473658,21
Oregon,Minnesota,263577.10208020726,21
Pennsylvania,Minnesota,173673.89534699798,21
Rhode Island,Minnesota,232104.06525091283,21
South Carolina,Minnesota,182390.28199166752,21
South Dakota,Minnesota,61992.42369838431,21
Tennessee,Minnesota,434296.3652910303,21
Texas,Minnesota,156348.23178085513,21
Utah,Minnesota,187135.4162204472,21
Vermont,Minnesota,217522.62049037567,21
Virginia,Minnesota,177616.30758463594,21
Washington,Minnesota,261651.12635339447,21
West Virginia,Minnesota,156709.9508008346,21
Wisconsin,Minnesota,46184.52814525661,21
Wyoming,Minnesota,136471.64240603248,21
Alabama,Mississippi,28394.256126900036,59
Alaska,Mississippi,700125.8942911625,59
Arizona,Mississippi,220461.13076005032,59
Arkansas,Mississippi,35148.10065992187,59
California,Mississippi,301318.6550033038,59
Colorado,Mississippi,170696.22627345924,59
Connecticut,Mississippi,191293.6618134537,59
Delaware,Mississippi,823550.4519778979,59
Florida,Mississippi,83041.78612000105,59
Georgia,Mississippi,62259.23309036178,59
Hawaii,Mississippi,678566.3390192591,59
Idaho,Mississippi,790642.3497701094,59
Illinois,Mississippi,73204.87127234088,59
Indiana,Mississippi,79183.6165377662,59
Iowa,Mississippi,808592.8869913463,59
Kansas,Mississippi,104429.83388380927,59
Kentucky,Mississippi,64871.42620599612,59
Louisiana,Mississippi,28644.017263645124,59
Maine,Mississippi,240161.57906917584,59
Maryland,Mississippi,315758.66550579417,59
Massachusetts,Mississippi,202398.88302310367,59
Michigan,Mississippi,123663.3429315252,59
Minnesota,Mississippi,143162.30954409754,59
Mississippi,Mississippi,0.0,0
Missouri,Mississippi,806181.4145736678,59
Montana,Mississippi,245678.1707722524,59
Nebraska,Mississippi,134174.08365627096,59
Nevada,Mississippi,277576.2950631772,59
New Hampshire,Mississippi,211400.57750630676,59
New Jersey,Mississippi,167456.4461255523,59
New Mexico,Mississippi,165294.49038912338,59
New York,Mississippi,174460.0652756957,59
North Carolina,Mississippi,106596.8613515426,59
North Dakota,Mississippi,182508.06319173955,59
Ohio,Mississippi,102104.22657755164,59
Oklahoma,Mississippi,83301.1755619331,59
Oregon,Mississippi,328572.7131229859,59
Pennsylvania,Mississippi,143924.0946228254,59
Rhode Island,Mississippi,201977.74100132915,59
South Carolina,Mississippi,88504.82371599866,59
South Dakota,Mississippi,157656.85670468,59
Tennessee,Mississippi,293387.4502513698,59
Texas,Mississippi,97452.89326130856,59
Utah,Mississippi,229622.0984705087,59
Vermont,Mississippi,204325.48232905264,59
Virginia,Mississippi,118254.78460510592,59
Washington,Mississippi,340863.99616269243,59
West Virginia,Mississippi,108017.1070988295,59
Wisconsin,Mississippi,118923.77310697809,59
Wyoming,Mississippi,206172.07183563928,59
Alabama,Missouri,777831.0569943836,51
Alaska,Missouri,1453250.4688239396,51
Arizona,Missouri,1024957.2519963942,51
Arkansas,Missouri,832688.3278922553,51
California,Missouri,1102300.3602779962,51
Colorado,Missouri,963041.3060902423,51
Connecticut,Missouri,635654.2319799341,51
Delaware,Missouri,18096.218085555887,51
Florida,Missouri,738471.9355818473,51
Georgia,Missouri,744165.8080192881,51
Hawaii,Missouri,1482326.6658068325,51
Idaho,Missouri,63906.23814620917,51
Illinois,Missouri,799684.562343178,51
Indiana,Missouri,770511.433750337,51
Iowa,Missouri,37199.4847948194,51
Kansas,Missouri,891347.0543828594,51
Kentucky,Missouri,760607.4078853033,51
Louisiana,Missouri,830712.8608785348,51
Maine,Missouri,604054.697474492,51
Maryland,Missouri,758236.0335159494,51
Massachusetts,Missouri,626841.272991018,51
Michigan,Missouri,763995.8851571126,51
Minnesota,Missouri,854278.0519865883,51
Mississippi,Missouri,806181.4145736678,51
Missouri,Missouri,0.0,0
Montana,Missouri,1007634.4729841274,51
Nebraska,Missouri,906051.641129246,51
Nevada,Missouri,1073898.0165942202,51
New Hampshire,Missouri,625622.3731053742,51
New Jersey,Missouri,654527.0240265103,51
New Mexico,Missouri,969472.820273472,51
New York,Missouri,664402.3787464943,51
North Carolina,Missouri,701978.0036739043,51
North Dakota,Missouri,916722.3345299272,51
Ohio,Missouri,735732.0810301804,51
Oklahoma,Missouri,882918.9042907621,51
Oregon,Missouri,1114521.2239006488,51
Pennsylvania,Missouri,686001.5638969054,51
Rhode Island,Missouri,623987.635480063,51
South Carolina,Missouri,717880.172204944,51
South Dakota,Missouri,911839.4305764585,51
Tennessee,Missouri,845821.6889350852,51
Texas,Missouri,903478.061602494,51
Utah,Missouri,1024288.9539314576,51
Vermont,Missouri,636767.1855874798,51
Virginia,Missouri,696129.0925123012,51
Washington,Missouri,1115671.1001885815,51
West Virginia,Missouri,713774.6619276983,51
Wisconsin,Missouri,809911.8480538484,51
Wyoming,Missouri,984148.0029939604,51
Alabama,Montana,269031.0156933583,7
Alaska,Montana,459143.21792334033,7
Arizona,Montana,129380.5528276951,7
Arkansas,Montana,210560.92127932952,7
California,Montana,139334.8713172693,7
Colorado,Montana,90322.97077709524,7
Connecticut,Montana,373034.3716924756,7
Delaware,Montana,1024007.404145595,7
Florida,Montana,328378.67802279734,7
Georgia,Montana,298937.35998198687,7
Hawaii,Montana,538587.2809638192,7
Idaho,Montana,982091.7119719522,7
Illinois,Montana,216059.46293555392,7
Indiana,Montana,244242.91497195984,7
Iowa,Montana,1004071.5605697634,7
Kansas,Montana,141380.42276425686,7
Kentucky,Montana,261266.07461360152,7
Louisiana,Montana,238018.48556152105,7
Maine,Montana,404255.56922446965,7
Maryland,Montana,542245.7105040113,7
Massachusetts,Montana,381274.7608497053,7
Michigan,Montana,243737.77089528,7
Minnesota,Montana,153474.2870972203,7
Mississippi,Montana,245678.1707722524,7
Missouri,Montana,1007634.4729841274,7
Montana,Montana,0.0,0
Nebraska,Montana,112784.88429306474,7
Nevada,Montana,104224.60882632276,7
New Hampshire,Montana,382013.30574732606,7
New Jersey,Montana,356275.6803726575,7
New Mexico,Montana,131265.581113253,7
New York,Montana,343519.1877406559,7
North Carolina,Montana,323570.29040998186,7
North Dakota,Montana,91760.0945509539,7
Ohio,Montana,276794.0841871444,7
Oklahoma,Montana,166965.27526405003,7
Oregon,Montana,113615.32018614392,7
Pennsylvania,Montana,324269.97098868096,7
Rhode Island,Montana,384548.08498548006,7
South Carolina,Montana,315968.1413133292,7
South Dakota,Montana,97619.36260804,7
Tennessee,Montana,493098.38485336775,7
Texas,Montana,186755.506855889,7
Utah,Montana,80105.22881809901,7
Vermont,Montana,370877.38030917983,7
Virginia,Montana,322215.38597652345,7
Washington,Montana,108189.3096474878,7
West Virginia,Montana,302055.1756881514,7
Wisconsin,Montana,197887.670965121,7
Wyoming,Montana,45600.86557292526,7
Alabama,Nebraska,156472.71312276783,90
Alaska,Nebraska,571148.6871297176,90
Arizona,Nebraska,139117.78375534882,90
Arkansas,Nebraska,99096.91834260034,90
California,Nebraska,201504.50464939984,90
Colorado,Nebraska,62887.36411235567,90
Connecticut,Nebraska,270679.3064957127,90
Delaware,Nebraska,922797.8951211364,90
Florida,Nebraska,216208.53231313516,90
Georgia,Nebraska,186158.1075161649,90
Hawaii,Nebraska,604358.5237232946,90
Idaho,Nebraska,883785.8198709685,90
Illinois,Nebraska,107036.74003350438,90
Indiana,Nebraska,136130.85734321957,90
Iowa,Nebraska,904470.9592651386,90
Kansas,Nebraska,33567.72393237289,90
Kentucky,Nebraska,150356.86170241784,90
Louisiana,Nebraska,130541.6983572682,90
Maine,Nebraska,307916.3782880021,90
Maryland,Nebraska,441064.9862469249,90
Massachusetts,Nebraska,279961.06327130564,90
Michigan,Nebraska,146565.77609387535,90
Minnesota,Nebraska,72548.60746423739,90
Mississippi,Nebraska,134174.08365627096,90
Missouri,Nebraska,906051.641129246,90
Montana,Nebraska,112784.88429306474,90
Nebraska,Nebraska,0.0,0
Nevada,Nebraska,169803.8581481587,90
New Hampshire,Nebraska,282952.4623130182,90
New Jersey,Nebraska,251583.90960075328,90
New Mexico,Nebraska,95266.82987273169,90
New York,Nebraska,243095.7508657854,90
North Carolina,Nebraska,212661.11425693223,90
North Dakota,Nebraska,59502.322584921,90
Ohio,Nebraska,170474.07560095465,90
Oklahoma,Nebraska,63783.29863686889,90
Oregon,Nebraska,209009.64855240536,90
Pennsylvania,Nebraska,220053.9080180127,90
Rhode Island,Nebraska,282392.39149984194,90
South Carolina,Nebraska,203774.13439884855,90
South Dakota,Nebraska,29383.117074265625,90
Tennessee,Nebraska,402630.2985568771,90
Texas,Nebraska,100727.8807580106,90
Utah,Nebraska,120831.92389844664,90
Vermont,Nebraska,272470.9843818237,90
Virginia,Nebraska,213230.6027872172,90
Washington,Nebraska,214632.45827460487,90
West Virginia,Nebraska,193900.2195382976,90
Wisconsin,Nebraska,102755.08904672314,90
Wyoming,Nebraska,78919.30031367486,90
Alabama,Nevada,305136.84741440194,44
Alaska,Nevada,433907.4114554855,44
Arizona,Nevada,70893.44909792441,44
Arkansas,Nevada,245918.37710305423,44
California,Nevada,35576.23026685093,44
Colorado,Nevada,110883.62388107632,44
Connecticut,Nevada,439637.3828747961,44
Delaware,Nevada,1090812.277020203,44
Florida,Nevada,358166.2609473428,44
Georgia,Nevada,338556.4190382454,44
Hawaii,Nevada,440663.5016302122,44
